"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.594663750E0,2.661770679E0,4.027057527E0,-1.290144981E1,1.377496362E1
2.604703750E0,5.311029485E0,1.435164583E0,-7.867434508E0,9.600169650E0
2.614744750E0,5.993362130E0,-1.118985168E0,-2.490163085E0,6.585850713E0
2.624784750E0,6.001785629E0,-4.620641717E0,2.498385440E0,7.975819106E0
2.634824750E0,6.361779401E0,-8.597273440E0,5.726999238E0,1.213193587E1
2.644865750E0,6.242672787E0,-1.221661924E1,6.998496162E0,1.540115897E1
2.654905750E0,5.012181217E0,-1.498237329E1,7.123245338E0,1.733014986E1
2.664945750E0,3.707678515E0,-1.649820899E1,7.627808594E0,1.855050521E1
2.674986750E0,1.852168708E0,-1.657933092E1,8.329745783E0,1.864643149E1
2.685026750E0,-2.434321591E-1,-1.702479519E1,7.432206366E0,1.857796012E1
2.695066750E0,-2.290720991E0,-1.921039787E1,4.611465096E0,1.988849917E1
2.705107750E0,-3.734163478E0,-2.032136650E1,1.040252701E0,2.068777511E1
2.715147750E0,-3.518238375E0,-1.954691682E1,-1.615628808E0,1.992662076E1
2.725187750E0,-1.275586028E0,-1.594021387E1,-2.549588338E0,1.619314481E1
2.735227750E0,7.375381078E-1,-1.293169629E1,-3.532933306E0,1.342588355E1
2.745268750E0,1.546178504E0,-1.023894472E1,-3.371285859E0,1.089000576E1
2.755308750E0,2.274609720E0,-7.142885551E0,-2.519216731E0,7.908294146E0
2.765348750E0,1.975518207E0,-4.186561384E0,-1.517712650E0,4.871695813E0
2.775389750E0,1.374371228E0,-1.410505705E0,-1.082330581E-1,1.972343026E0
2.785429750E0,8.834524508E-1,1.066255562E0,1.416220189E0,1.980673820E0
2.795469750E0,5.625019996E-1,3.279571112E0,2.487736491E0,4.154615269E0
2.805510750E0,5.544300646E-1,5.124431385E0,2.959972830E0,5.943789101E0
2.815550750E0,5.122467890E-1,6.639066061E0,3.077193131E0,7.335442216E0
2.825590750E0,5.234918618E-1,8.158562697E0,3.030801322E0,8.719056467E0
2.835631750E0,8.280597304E-1,9.830409122E0,2.608861563E0,1.020435128E1
2.845671750E0,9.850686534E-1,1.136054360E1,1.932970212E0,1.156584130E1
2.855711750E0,8.139682330E-1,1.252108727E1,8.803661442E-1,1.257836297E1
2.865752750E0,3.461444955E-1,1.365294332E1,-4.127625543E-1,1.366356653E1
2.875792750E0,-5.210595663E-1,1.463456570E1,-1.023321211E0,1.467955049E1
2.885832750E0,-9.502560856E-1,1.492951095E1,-1.073673924E0,1.499820188E1
2.895873750E0,-1.061906695E0,1.433654949E1,-1.714245170E0,1.447767017E1
2.905913750E0,-1.729557566E0,1.285544509E1,-2.890389209E0,1.328940133E1
2.915953750E0,-1.879335310E0,1.105982597E1,-3.153149047E0,1.165306830E1
