Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Predicted Label
2.062526375,0.05393793315,0.4484808558,-0.6608616686,0.8004889279,0.0
2.072567375,-0.2410764621,0.2141425788,-0.245816946,0.4054637784,0.0
2.082607375,-0.564736513,-0.1284259057,0.1244533074,0.5923758673,0.0
2.092647375,-0.8387712447,-0.4554788035,0.5007450235,1.077842159,0.0
2.102688375,-1.014958377,-0.7146671623,0.8602552307,1.510274386,0.0
2.112728375,-1.124501139,-0.7817370647,1.05736487,1.730212738,0.0
2.122768375,-1.237554422,-0.7595661771,1.003419701,1.765030544,0.0
2.132809375,-1.24177275,-0.8116239381,0.8135160971,1.691904672,0.0
2.142849375,-1.209909956,-0.84327784,0.5698531922,1.581054167,0.0
2.152889375,-1.068053581,-0.8065456313,0.3082160926,1.373408703,0.0
2.162929375,-0.7809263483,-0.7269223416,0.1133764151,1.072900864,0.0
2.172970375,-0.403498372,-0.5336280102,-0.009040891752,0.6690676551,0.0
2.183010375,-0.01354317471,-0.2649414343,-0.06311367631,0.2726916158,0.0
2.193050375,0.3913781172,0.1004154038,-0.1842551208,0.4440833632,0.0
2.203091375,0.7450614278,0.491342116,-0.3727798784,0.9672116851,0.0
2.213131375,1.030709461,0.7279128599,-0.5794836295,1.388531743,0.0
2.223171375,1.266066176,0.745966723,-0.788521589,1.667679889,0.0
2.233212375,1.378744215,0.561197632,-0.9662278283,1.774675916,0.0
2.243252375,1.430225586,0.3704187727,-0.9773866546,1.771451373,0.0
2.253292375,1.358662684,0.2015371513,-0.8682659161,1.624951449,0.0
2.263333375,1.223162085,0.09119317532,-0.5641791272,1.350088801,0.0
2.273373375,1.12033836,0.04235196769,-0.2095840895,1.140560047,0.0
2.283413375,1.069364088,0.08357717693,0.09019564033,1.076410679,0.0
2.293454375,1.058815565,0.2266187829,0.2421238629,1.109536136,0.0
2.303494375,1.097884759,0.3734774512,0.2416385257,1.184578207,0.0
2.313534375,1.204825802,0.4676690787,0.09535054564,1.295921026,0.0
2.323575375,1.307705222,0.4958877414,-0.1907396829,1.411516641,0.0
2.333615375,1.419914168,0.4866123033,-0.5565894413,1.600855891,0.0
2.343655375,1.509412382,0.4391498691,-0.9127585495,1.817775155,0.0
2.353695375,1.521869144,0.3814735186,-1.12624624,1.931330715,0.0
2.363736375,1.508706038,0.3484063447,-1.164830847,1.937630458,0.0
2.373776375,1.378249979,0.3333070797,-1.038908719,1.757838997,0.0
2.383816375,1.086961649,0.2559922707,-0.8027624828,1.375298248,0.0
2.393857375,0.8256707773,0.17383012,-0.5623039252,1.013969845,0.0
2.403897375,0.6613840442,0.1339854383,-0.4260024047,0.7980344607,0.0
2.41393775,0.6476920579,0.1033963144,-0.3724980426,0.7542881355,0.0
2.42397875,0.8623131582,0.04138366878,-0.3696089333,0.939099225,0.0
2.43401875,1.132368933,-0.04339569569,-0.3761379343,1.193994276,0.0
2.44405875,1.178474301,-0.05405049205,-0.3475690234,1.229848511,0.0
2.45409975,1.14159964,0.01900929809,-0.2826608366,1.17622627,0.0
2.46413975,1.067399643,0.1327972841,-0.1556756848,1.08683579,0.0
2.47417975,0.8005316969,0.226219418,0.07173889498,0.8349686772,0.0
2.48422075,0.3607658967,0.6722619849,0.5096912634,0.9175365893,0.0
2.49426075,-0.2094355702,1.43252632,0.9240857756,1.717535861,0.0
2.50430075,-0.8594983086,2.351786388,1.286189808,2.814945964,0.0
2.51434175,-1.524514716,3.379588906,1.324697231,3.937078745,0.0
2.52438175,-2.152069914,4.462413138,0.7636557198,5.012754331,0.0
2.53442175,-2.93544493,5.508396403,0.03324610789,6.241824506,0.0
2.54446175,-4.743089722,7.701669452,-0.03995285054,9.045120712,0.0
2.55450275,-5.765825334,10.89066369,-1.92439527,12.47215276,0.0
2.56454275,-3.113180113,11.82939206,-8.248683493,14.75354826,0.0
2.57458275,-3.506201005,9.87904977,-14.83044392,18.16125372,0.0
2.58462375,0.2144802555,7.054336486,-16.83974953,18.25888357,0.0
2.59466375,2.661770679,4.027057527,-12.90144981,13.77496362,0.0
2.60470375,5.311029485,1.435164583,-7.867434508,9.60016965,0.0
2.61474475,5.99336213,-1.118985168,-2.490163085,6.585850713,0.0
2.62478475,6.001785629,-4.620641717,2.49838544,7.975819106,0.0
2.63482475,6.361779401,-8.59727344,5.726999238,12.13193587,0.0
2.64486575,6.242672787,-12.21661924,6.998496162,15.40115897,0.0
2.65490575,5.012181217,-14.98237329,7.123245338,17.33014986,0.0
2.66494575,3.707678515,-16.49820899,7.627808594,18.55050521,0.0
2.67498675,1.852168708,-16.57933092,8.329745783,18.64643149,0.0
2.68502675,-0.2434321591,-17.02479519,7.432206366,18.57796012,0.0
2.69506675,-2.290720991,-19.21039787,4.611465096,19.88849917,0.0
2.70510775,-3.734163478,-20.3213665,1.040252701,20.68777511,0.0
2.71514775,-3.518238375,-19.54691682,-1.615628808,19.92662076,0.0
2.72518775,-1.275586028,-15.94021387,-2.549588338,16.19314481,0.0
2.73522775,0.7375381078,-12.93169629,-3.532933306,13.42588355,0.0
2.74526875,1.546178504,-10.23894472,-3.371285859,10.89000576,0.0
2.75530875,2.27460972,-7.142885551,-2.519216731,7.908294146,0.0
2.76534875,1.975518207,-4.186561384,-1.51771265,4.871695813,0.0
2.77538975,1.374371228,-1.410505705,-0.1082330581,1.972343026,0.0
2.78542975,0.8834524508,1.066255562,1.416220189,1.98067382,0.0
2.79546975,0.5625019996,3.279571112,2.487736491,4.154615269,0.0
2.80551075,0.5544300646,5.124431385,2.95997283,5.943789101,0.0
2.81555075,0.512246789,6.639066061,3.077193131,7.335442216,0.0
2.82559075,0.5234918618,8.158562697,3.030801322,8.719056467,0.0
2.83563175,0.8280597304,9.830409122,2.608861563,10.20435128,0.0
2.84567175,0.9850686534,11.3605436,1.932970212,11.5658413,0.0
2.85571175,0.813968233,12.52108727,0.8803661442,12.57836297,0.0
2.86575275,0.3461444955,13.65294332,-0.4127625543,13.66356653,0.0
2.87579275,-0.5210595663,14.6345657,-1.023321211,14.67955049,0.0
2.88583275,-0.9502560856,14.92951095,-1.073673924,14.99820188,0.0
2.89587375,-1.061906695,14.33654949,-1.71424517,14.47767017,0.0
2.90591375,-1.729557566,12.85544509,-2.890389209,13.28940133,0.0
2.91595375,-1.87933531,11.05982597,-3.153149047,11.6530683,0.0
2.92599475,-1.927088936,9.971431099,-3.162157268,10.63683922,0.0
2.93603475,-2.630564966,8.957650205,-3.988468827,10.15220433,0.0
2.94607475,-3.261973917,8.186662077,-4.040487996,9.694712633,0.0
2.95611475,-3.819167376,7.939687382,-3.43514564,9.456474012,0.0
2.96615575,-4.091134824,8.286702674,-2.902773612,9.68673939,0.0
2.97619575,-3.648743843,8.782754722,-2.366480295,9.800527595,0.0
2.98623575,-3.156938336,9.087192344,-1.917213573,9.809130045,0.0
2.99627675,-2.744057375,9.347902733,-1.581604591,9.869883964,0.0
3.00631675,-2.799881035,9.640055355,-1.432933432,10.14018241,0.0
3.01635675,-3.164355821,9.994877264,-1.507595213,10.59167421,0.0
3.02639775,-3.717701227,10.01690256,-1.798221127,10.83481603,0.0
3.03643775,-4.21148134,9.208061893,-2.736574109,10.48874715,0.0
3.04647775,-4.183214437,7.329115861,-4.49652287,9.562109613,0.0
3.05651875,-3.247025218,4.45650745,-6.162890453,8.269513296,0.0
3.06655875,-1.970963811,-0.3959962481,-7.263821173,7.536883269,0.0
3.07659875,-0.6993065268,-9.990543308,-9.091831525,13.52632196,0.0
3.08663975,1.422683263,-27.48807419,-11.77319447,29.93703991,0.0
3.09667975,8.682328793,-48.97527726,-12.89404958,51.38304322,0.0
3.10671975,18.96894996,-47.58160511,-5.887495952,51.56057424,0.0
3.11676075,18.49935071,-26.59981665,1.72372643,32.44606995,0.0
3.12680075,12.12493607,-17.34362749,4.340887531,21.60228677,0.0
3.13684075,9.896344664,-16.80437387,9.506504949,21.69558147,0.0
3.14688175,8.939091727,-17.87699296,13.69013045,24.22630615,0.0
3.15692175,5.635745836,-17.69456802,13.69695415,23.07522311,0.0
3.16696175,2.312563119,-15.587725,9.249182437,18.27217816,0.0
3.17700175,0.5077646059,-12.55452632,5.506925243,13.71860713,0.0
3.18704275,-0.9121228109,-9.760834857,3.242022632,10.32553029,0.0
3.19708275,-1.089263624,-7.620061617,1.969303494,7.945438348,0.0
3.20712275,-0.2195578314,-5.888777077,1.239615566,6.021839241,0.0
3.21716375,0.7680528259,-3.618544729,0.3929584734,3.719971433,0.0
3.22720375,1.441262352,-0.8108778334,-0.1515855575,1.660643914,0.0
3.23724375,1.336149588,1.894249949,-0.06533320628,2.318996986,0.0
3.24728475,1.191869834,4.363196998,0.5580314378,4.557350198,0.0
3.25732475,1.316304722,7.019516902,0.5673869828,7.164370429,0.0
3.26736475,1.023433551,9.655512469,0.02478166938,9.709631889,0.0
3.27740575,0.1410504097,11.84911706,-0.4095050704,11.85703018,0.0
3.28744575,-1.164266737,13.4793734,-0.3088627946,13.53308615,0.0
3.29748575,-1.459400123,14.46257921,0.2239138426,14.53775029,0.0
3.30752675,-1.271245932,15.01806353,0.1747791231,15.07278495,0.0
3.31756675,-1.784724876,15.31437703,-0.2306405343,15.41974648,0.0
3.32760675,-2.747922385,15.56463318,-0.9857341397,15.83605239,0.0
3.33764775,-4.110625056,15.31866888,-2.222219106,16.01552723,0.0
3.34768775,-5.477824236,14.29169199,-4.089451411,15.84243135,0.0
3.35772775,-6.227769989,11.81708016,-5.873947368,14.59218148,0.0
3.36776875,-6.038655832,8.997769121,-5.779611315,12.28125077,0.0
3.37780875,-6.637801309,6.790521811,-6.402145654,11.45246967,0.0
3.38784875,-6.920365666,5.309279999,-6.242501464,10.72607755,0.0
3.39788875,-6.362510303,4.927660884,-4.837192179,9.389451918,0.0
3.40792975,-4.824886714,5.438207595,-2.526561418,7.696567173,0.0
3.417969625,-3.42197888,5.843439521,-1.0291666,6.849445874,0.0
3.428009625,-2.247256591,6.381855816,-0.2173422118,6.769452229,0.0
3.438050625,-1.2040509,7.239396184,0.6646793157,7.368880123,0.0
3.448090625,-0.236605681,8.271368936,1.536364684,8.416171503,0.0
3.458130625,0.4695534901,9.456913544,2.280405334,9.739298884,0.0
3.468171625,0.8260823482,10.51385157,2.673287355,10.87979559,0.0
3.478211625,1.182615007,11.54870934,2.308097747,11.83632463,0.0
3.488251625,2.070854427,12.21958845,0.7735398531,12.41793638,0.0
3.498292625,3.489342313,11.24031783,-1.74539855,11.8981793,0.0
3.508332625,3.51002216,9.349480312,-2.873101916,10.39171556,0.0
3.518372625,3.670757149,8.271533827,-2.555617987,9.403399023,0.0
3.528413625,3.586700208,5.184143152,-5.573612738,8.414565797,0.0
3.538453625,4.915103989,-3.664754105,-10.51010818,12.16762277,0.0
3.548493625,4.563648906,-18.12728887,-13.0332367,22.78795191,0.0
3.558534625,2.606152548,-39.91225204,-15.37181306,42.84941693,0.0
3.568574625,6.916230515,-50.47269306,-13.22414361,52.63273661,0.0
3.578614625,12.52234208,-27.79441216,-2.502512405,30.58759498,0.0
3.588655625,9.325875687,-17.03788828,3.027395904,19.65773945,0.0
3.598695625,9.167534841,-17.64414046,5.278813666,20.57243936,0.0
3.608735625,7.435780769,-22.04938245,6.107603275,24.05761667,0.0
3.618776625,4.363134432,-24.1230507,6.522417033,25.36731048,0.0
3.628816625,3.07254518,-22.14089371,7.774257957,23.66640647,0.0
3.638856625,3.525861683,-19.03061119,7.079592365,20.60865087,0.0
3.648896625,3.483187534,-15.33741973,5.576263865,16.68723339,0.0
3.658937625,2.745391125,-12.03636478,3.236368375,12.76265372,0.0
