"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.151665208E0,-3.591263375E0,-8.621211357E0,-8.146096726E-1,9.374755826E0
2.161705208E0,-2.834474625E0,-8.717710880E0,-9.112114493E-1,9.212113530E0
2.171744208E0,-2.211495020E0,-7.458872008E0,4.452309734E-1,7.792542106E0
2.181784208E0,-2.480851102E0,-5.272658887E0,4.279596139E-1,5.842833504E0
2.191823208E0,-2.361526972E0,-3.108750554E0,-1.188031429E-1,3.905797465E0
2.201863208E0,-1.501102172E0,-1.150854832E0,6.661702826E-1,2.005382114E0
2.211902208E0,-5.858967094E-1,3.868921334E-1,4.892354373E-1,8.557521779E-1
2.221942208E0,4.886196524E-1,1.497920995E0,3.907997545E-1,1.623342514E0
2.231981208E0,1.420061371E0,2.775093811E0,5.323978291E-1,3.162462238E0
2.242021208E0,1.435643470E0,4.089254360E0,5.109904417E-1,4.363964324E0
2.252060208E0,9.241009784E-1,5.414660273E0,3.850403202E-1,5.506429382E0
2.262100208E0,6.883339342E-1,6.596186090E0,2.883806560E-1,6.638270704E0
2.272139208E0,8.795856871E-1,7.857374373E0,5.286466940E-1,7.924106912E0
2.282179208E0,8.291433656E-1,9.056358222E0,8.305677474E-1,9.132083319E0
2.292218208E0,5.854927399E-1,9.748051674E0,9.280477758E-1,9.809617009E0
2.302258208E0,3.407350901E-1,1.027324566E1,5.193595614E-1,1.029200715E1
2.312297208E0,-2.565394239E-1,1.094227823E1,-8.237155415E-2,1.094559502E1
2.322337208E0,-1.061624275E0,1.149657205E1,-5.415100569E-1,1.155817668E1
2.332376208E0,-1.722627446E0,1.157939085E1,-1.487224683E0,1.180091416E1
2.342416208E0,-2.063986726E0,1.114294297E1,-2.811043078E0,1.167592320E1
2.352455208E0,-1.875379377E0,1.080752563E1,-4.044932465E0,1.169107081E1
2.362495208E0,-1.195699833E0,1.056798860E1,-4.278821091E0,1.146387330E1
2.372534208E0,-6.508573750E-1,1.027231011E1,-3.863019154E0,1.099394775E1
2.382573208E0,5.109845214E-2,9.939175519E0,-3.296415187E0,1.047168440E1
2.392613208E0,4.738563830E-1,9.460715404E0,-2.963854796E0,9.925427501E0
2.402652208E0,1.067617744E0,8.844587274E0,-2.693970711E0,9.307202043E0
2.412692208E0,1.809040084E0,8.452941354E0,-2.167335970E0,8.911912745E0
2.422731208E0,2.923636478E0,7.183328403E0,-6.902376415E-1,7.786159849E0
2.432771208E0,3.427190503E0,4.347562128E0,1.978134544E0,5.878770915E0
2.442810208E0,3.604661977E0,1.597192683E0,5.024723495E0,6.386897418E0
2.452850208E0,3.205379594E0,-2.336258522E0,7.657191437E0,8.623522652E0
2.462889208E0,3.162750176E0,-6.480818186E0,6.716268604E0,9.854555139E0
2.472929208E0,2.881426305E0,-1.195120359E1,4.183685723E0,1.298603524E1
2.482968208E0,2.045017189E0,-1.884193206E1,-2.144822875E0,1.907356192E1
