"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.256282750E0,-4.107169059E-1,6.023372380E0,2.106492037E0,6.394295262E0
2.266321750E0,-1.541129433E0,6.091936830E0,1.552337961E0,6.472752693E0
2.276360750E0,-2.138744255E0,6.398265442E0,1.219620281E0,6.855618227E0
2.286399750E0,-2.128787032E0,6.968700505E0,1.392804430E0,7.418519066E0
2.296439750E0,-2.713304529E0,7.116846145E0,3.719049887E-1,7.625603835E0
2.306478750E0,-3.720717513E0,7.644501225E0,-1.044415627E0,8.565800709E0
2.316517750E0,-3.990901269E0,8.796420835E0,-1.542838721E0,9.781853800E0
2.326556750E0,-4.047056758E0,9.685016935E0,-1.798930979E0,1.064961850E1
2.336595750E0,-4.042112645E0,1.020488937E1,-2.208405059E0,1.119622680E1
2.346635750E0,-4.041394899E0,1.044102333E1,-2.451871570E0,1.146121787E1
2.356674750E0,-3.847086953E0,1.070363582E1,-2.325544669E0,1.160930901E1
2.366713750E0,-3.694954389E0,1.099950610E1,-2.435296907E0,1.185632714E1
2.376752750E0,-3.537333335E0,1.116592955E1,-2.471349084E0,1.197072580E1
2.386791750E0,-3.346613825E0,1.114124728E1,-2.368720509E0,1.187173332E1
2.396831750E0,-2.709557926E0,1.048147086E1,-2.104756730E0,1.102873231E1
2.406870750E0,-2.015857709E0,9.099801280E0,-1.585529535E0,9.454309575E0
2.416909750E0,-1.858334743E0,8.162514246E0,-1.325400066E0,8.475655264E0
2.426948750E0,-1.628362874E0,7.758239509E0,-1.382295960E0,8.046899282E0
2.436987750E0,-1.422943464E0,7.729050209E0,-1.417724093E0,7.985795317E0
2.447027750E0,-1.195385618E0,7.936366163E0,-1.289176127E0,8.128765573E0
2.457066750E0,-6.847137769E-1,8.049953005E0,-9.064792246E-1,8.129715919E0
2.467105750E0,-5.440188047E-1,7.634654514E0,-1.482526445E-1,7.655448050E0
2.477144750E0,-7.421755345E-1,6.960644211E0,2.123709017E0,7.315157712E0
2.487183750E0,-5.103346033E-1,6.387008382E0,2.358736973E0,6.827734440E0
2.497223750E0,-9.000619054E-3,5.442001269E0,-4.080173049E0,6.801710883E0
2.507262458E0,1.318849138E0,2.506911850E0,-5.405816360E0,6.103017335E0
2.517301458E0,3.871593219E0,-3.615024705E0,5.158258113E0,7.393596177E0
2.527340458E0,4.402394685E0,-1.536094659E1,1.411499030E1,2.132071083E1
2.537379458E0,2.661145611E0,-2.921878922E1,8.522161862E-1,2.935209723E1
2.547419458E0,3.262563901E0,-3.711024993E1,-5.179131503E0,3.761167872E1
2.557458458E0,1.401671294E0,-3.578519368E1,1.313453386E1,3.814525854E1
2.567497458E0,2.569415077E0,-2.211996536E1,8.652339009E0,2.389053644E1
2.577536458E0,7.326168864E0,-1.524637157E1,-2.339327726E0,1.707621300E1
2.587575458E0,6.987630866E0,-1.222107014E1,-4.771739324E0,1.486442184E1
2.597615458E0,5.050703843E0,-1.244439285E1,-3.456157317E0,1.386786018E1
2.607654458E0,3.365186629E0,-1.319810011E1,-7.019708106E-1,1.363844165E1
2.617693458E0,2.787393137E0,-1.140439771E1,-1.050944335E0,1.178704084E1
2.627732458E0,3.059396838E0,-9.250469409E0,2.354857931E-1,9.746104189E0
2.637771458E0,3.027943496E0,-6.262425851E0,8.567416388E-1,7.008596549E0
2.647811458E0,2.206458521E0,-3.024023815E0,3.888942200E-1,3.763564527E0
2.657850458E0,1.411119371E0,-1.547570872E-1,1.649803591E-1,1.429134757E0
2.667889458E0,5.510104667E-1,2.456053353E0,2.662089644E-1,2.531141604E0
2.677928458E0,-7.867921288E-1,4.543069046E0,1.556111169E0,4.866210043E0
2.687967458E0,-1.612681080E0,4.936760321E0,2.923120753E0,5.959612208E0
2.698007458E0,-1.997312534E0,5.242807682E0,3.261997890E0,6.489755002E0
2.708046458E0,-2.162892379E0,6.090637579E0,3.467278429E0,7.334574921E0
2.718085458E0,-1.716924949E0,7.549161204E0,3.713417557E0,8.586450729E0
2.728124458E0,-1.921753498E0,8.728772058E0,2.658721941E0,9.324880723E0
2.738163458E0,-2.608330928E0,9.741289954E0,1.881873879E0,1.025853642E1
2.748203458E0,-3.055035108E0,1.036323548E1,1.433548413E0,1.089885086E1
2.758242458E0,-3.829300016E0,1.074910143E1,5.584593809E-1,1.142447360E1
2.768281458E0,-4.409145003E0,1.100575677E1,-8.820948735E-2,1.185643381E1
2.778320458E0,-4.433982221E0,1.095388963E1,-8.307914034E-2,1.181756314E1
2.788359458E0,-4.314784683E0,1.047878698E1,3.190607773E-1,1.133684891E1
2.798399458E0,-3.701853518E0,9.857596335E0,1.852396457E-1,1.053139301E1
2.808438458E0,-3.384811054E0,9.443726903E0,-1.199289658E0,1.010342612E1
2.818477458E0,-3.102222723E0,9.161650203E0,-3.487956523E0,1.028228870E1
2.828516458E0,-2.712847862E0,9.027627343E0,-5.177509485E0,1.075472935E1
2.838555458E0,-2.705423652E0,9.196850442E0,-5.912429649E0,1.126313453E1
2.848595458E0,-2.875446065E0,9.296776434E0,-5.550061322E0,1.120274175E1
2.858634458E0,-2.654533288E0,9.349335301E0,-4.734292878E0,1.081064968E1
2.868673458E0,-2.196654202E0,9.432390321E0,-3.940712863E0,1.045583544E1
2.878712458E0,-1.720810570E0,9.458906275E0,-3.265475814E0,1.015359194E1
2.888751458E0,-1.031991901E0,9.155374972E0,-2.484956140E0,9.542583779E0
2.898791458E0,-7.942082986E-2,8.310636497E0,-8.010786308E-1,8.349533737E0
2.908830458E0,6.218326735E-1,6.683548170E0,1.867955459E0,6.967477995E0
2.918869458E0,1.318439687E0,4.351471576E0,3.895144342E0,5.987130993E0
2.928908458E0,2.057787070E0,9.556022680E-1,2.830181599E0,3.627339411E0
2.938947458E0,3.829540921E0,-4.969370243E0,1.196806784E0,6.386890539E0
2.948987458E0,5.789377919E0,-1.267125663E1,3.033845383E-1,1.393447822E1
2.959026458E0,6.481334496E0,-2.043688643E1,-2.005786173E0,2.153362956E1
2.969065458E0,7.901461794E0,-2.990469568E1,2.243314106E0,3.101219728E1
2.979104458E0,3.084779601E0,-3.639614118E1,1.086358874E1,3.810790624E1
2.989143458E0,-4.457604680E0,-2.773183526E1,8.277464073E0,2.928209927E1
2.999183458E0,-2.741715565E-1,-1.770001529E1,2.519365542E0,1.788051772E1
3.009222458E0,5.658024897E0,-1.175816245E1,-2.555386437E0,1.329652698E1
3.019261458E0,5.783095086E0,-8.310661055E0,-5.524871517E0,1.153410080E1
3.029300458E0,4.993023984E0,-7.469382378E0,-3.880552907E0,9.786759039E0
3.039339458E0,5.264620720E0,-7.666802505E0,-2.070184190E0,9.527945978E0
3.049379458E0,5.421376970E0,-7.520806886E0,-8.037266886E-1,9.305903559E0
3.059418458E0,4.818126163E0,-6.437576857E0,-7.998026222E-2,8.041338965E0
3.069457458E0,3.870314725E0,-4.095816690E0,-2.868015423E-2,5.635234953E0
3.079496458E0,2.287220848E0,-1.920020968E0,-3.682985723E-1,3.008904047E0
3.089535458E0,7.169547392E-1,3.534945917E-1,7.206009167E-1,1.076219404E0
3.099575458E0,-3.474754679E0,2.295520386E0,1.569115962E0,4.450332440E0
3.109614458E0,-1.096843282E1,1.809181733E0,4.126078954E0,1.185766354E1
3.119653458E0,-1.724436428E0,3.913135055E0,4.720824986E0,6.369654269E0
3.129692458E0,-1.561726104E0,6.257240540E0,2.333996235E0,6.858541101E0
3.139731458E0,-5.090616937E0,6.716093772E0,1.502422181E0,8.560231817E0
